machine_id,time_cycles,sensor_temp,sensor_pressure,sensor_vibration,op_mode,op_setting,RUL
M-007,114,502.56,47.24,0.1173,20.0,0.5,31
M-007,115,502.06,47.6,0.1127,30.0,0.1,30
M-007,116,502.04,47.93,0.1088,10.0,0.5,29
M-007,117,502.51,47.26,0.124,10.0,0.5,28
M-007,118,503.46,47.17,0.1129,10.0,0.5,27
M-007,119,502.43,46.96,0.1184,20.0,0.5,26
M-007,120,502.91,47.24,0.1278,20.0,0.5,25
M-007,121,502.79,47.18,0.1222,20.0,0.9,24
M-007,122,504.38,47.17,0.1254,30.0,0.5,23
M-007,123,502.56,46.94,0.1302,30.0,0.5,22
M-007,124,504.32,46.98,0.1288,30.0,0.9,21
M-007,125,503.37,46.9,0.1265,10.0,0.5,20
M-007,126,503.63,46.54,0.1303,20.0,0.1,19
M-007,127,503.79,46.43,0.1357,10.0,0.5,18
M-007,128,503.86,46.68,0.141,20.0,0.9,17
M-007,129,504.84,46.45,0.1393,20.0,0.9,16
M-007,130,504.25,46.51,0.1346,10.0,0.5,15
M-007,131,504.38,46.59,0.1405,20.0,0.5,14
M-007,132,504.61,46.24,0.1389,20.0,0.9,13
M-007,133,505.76,46.41,0.1412,20.0,0.5,12
M-007,134,505.17,46.55,0.1382,10.0,0.1,11
M-007,135,505.77,46.42,0.1375,10.0,0.1,10
M-007,136,506.2,46.14,0.1533,30.0,0.9,9
M-007,137,505.81,45.96,0.1463,20.0,0.1,8
M-007,138,506.48,45.91,0.1376,10.0,0.9,7
M-007,139,506.19,45.96,0.1493,30.0,0.5,6
M-007,140,506.34,46.27,0.1465,10.0,0.5,5
M-007,141,506.77,45.92,0.15,10.0,0.1,4
M-007,142,506.85,45.99,0.1501,20.0,0.5,3
M-007,143,507.23,45.55,0.1594,20.0,0.5,2
M-007,144,506.9,45.46,0.1588,30.0,0.5,1
M-007,145,507.95,45.46,0.147,20.0,0.9,0
M-008,1,492.82,50.83,0.0562,10.0,0.1,138
M-008,2,492.37,50.67,0.0465,10.0,0.9,137
M-008,3,493.42,51.21,0.0476,20.0,0.1,136
M-008,4,492.27,50.6,0.0455,30.0,0.9,135
M-008,5,492.89,50.92,0.0548,20.0,0.9,134
M-008,6,493.05,50.55,0.0502,30.0,0.5,133
M-008,7,492.71,50.85,0.0477,30.0,0.9,132
M-008,8,493.2,50.87,0.0528,30.0,0.1,131
M-008,9,493.58,50.84,0.0553,20.0,0.5,130
M-008,10,492.4,50.85,0.0389,30.0,0.9,129
M-008,11,493.46,50.75,0.0478,30.0,0.9,128
M-008,12,492.82,50.94,0.0488,10.0,0.9,127
M-008,13,491.92,50.65,0.0472,20.0,0.9,126
M-008,14,492.08,50.8,0.048,20.0,0.5,125
M-008,15,492.39,50.56,0.0502,10.0,0.5,124
M-008,16,493.81,50.75,0.0521,30.0,0.5,123
M-008,17,492.67,50.79,0.0453,10.0,0.5,122
M-008,18,492.05,50.73,0.0462,10.0,0.5,121
M-008,19,493.06,51.05,0.0391,20.0,0.5,120
M-008,20,493.46,50.79,0.0511,30.0,0.5,119
M-008,21,493.79,50.17,0.0545,20.0,0.1,118
M-008,22,492.25,50.88,0.0485,10.0,0.1,117
M-008,23,492.33,50.77,0.049,10.0,0.9,116
M-008,24,492.74,51.0,0.0615,20.0,0.9,115
M-008,25,493.07,50.56,0.0463,10.0,0.1,114
M-008,26,493.52,50.74,0.0564,20.0,0.5,113
M-008,27,494.18,50.7,0.051,20.0,0.9,112
M-008,28,493.47,50.32,0.0415,10.0,0.5,111
M-008,29,493.78,50.57,0.0522,10.0,0.5,110
M-008,30,493.53,50.52,0.0549,30.0,0.9,109
M-008,31,492.4,50.89,0.0494,10.0,0.1,108
M-008,32,493.09,50.78,0.0532,30.0,0.5,107
M-008,33,493.38,50.7,0.0547,30.0,0.5,106
M-008,34,494.03,50.66,0.0538,30.0,0.5,105
M-008,35,492.86,50.35,0.0637,20.0,0.9,104
M-008,36,494.21,50.49,0.0599,10.0,0.5,103
M-008,37,493.62,50.92,0.0578,30.0,0.1,102
M-008,38,493.04,50.27,0.0564,10.0,0.5,101
M-008,39,492.89,50.8,0.0576,30.0,0.5,100
M-008,40,494.55,50.59,0.0559,30.0,0.9,99
M-008,41,494.53,50.45,0.0568,10.0,0.5,98
M-008,42,493.71,50.12,0.0633,10.0,0.5,97
M-008,43,494.42,50.49,0.0581,20.0,0.5,96
M-008,44,493.45,50.37,0.0621,20.0,0.9,95
M-008,45,494.1,50.16,0.0645,30.0,0.1,94
M-008,46,493.77,50.34,0.0532,10.0,0.5,93
M-008,47,493.36,50.05,0.0567,10.0,0.1,92
M-008,48,494.54,50.31,0.0683,10.0,0.9,91
M-008,49,494.04,50.12,0.0653,30.0,0.9,90
M-008,50,494.26,50.45,0.0593,20.0,0.1,89
M-008,51,495.17,50.35,0.0571,10.0,0.5,88
M-008,52,495.04,50.06,0.0551,30.0,0.1,87
M-008,53,495.13,50.52,0.0646,10.0,0.5,86
M-008,54,495.13,50.59,0.0546,10.0,0.9,85
M-008,55,495.01,49.7,0.0653,20.0,0.1,84
M-008,56,494.23,50.17,0.0594,30.0,0.9,83
M-008,57,495.14,49.75,0.0708,20.0,0.1,82
M-008,58,495.05,50.0,0.0748,10.0,0.5,81
M-008,59,495.4,49.86,0.0712,20.0,0.5,80
M-008,60,494.55,49.95,0.0657,20.0,0.9,79
M-008,61,494.78,49.45,0.0788,30.0,0.1,78
M-008,62,496.13,49.96,0.0714,30.0,0.5,77
M-008,63,496.34,49.74,0.0679,10.0,0.9,76
M-008,64,496.17,49.8,0.0762,20.0,0.9,75
M-008,65,496.17,49.94,0.0718,20.0,0.1,74
M-008,66,495.96,49.51,0.0792,10.0,0.9,73
M-008,67,496.1,49.88,0.0752,30.0,0.5,72
M-008,68,496.54,49.9,0.0689,30.0,0.9,71
M-008,69,496.57,49.81,0.0781,30.0,0.9,70
M-008,70,497.05,49.53,0.0729,10.0,0.1,69
M-008,71,497.54,49.37,0.063,10.0,0.9,68
M-008,72,496.03,49.75,0.0725,20.0,0.1,67
M-008,73,496.86,49.62,0.0806,20.0,0.5,66
M-008,74,496.78,49.44,0.0842,10.0,0.1,65
M-008,75,496.46,49.52,0.0749,10.0,0.9,64
M-008,76,497.74,49.39,0.0793,20.0,0.9,63
M-008,77,498.17,49.2,0.07,30.0,0.5,62
M-008,78,497.7,49.45,0.0712,10.0,0.9,61
M-008,79,497.17,49.49,0.0857,20.0,0.1,60
M-008,80,498.25,49.29,0.0888,10.0,0.1,59
M-008,81,497.94,49.41,0.0748,10.0,0.5,58
M-008,82,497.11,49.07,0.0867,10.0,0.1,57
M-008,83,498.45,49.17,0.0884,10.0,0.9,56
M-008,84,497.63,49.28,0.089,30.0,0.5,55
M-008,85,498.99,48.59,0.0876,10.0,0.9,54
M-008,86,497.63,49.16,0.093,20.0,0.1,53
M-008,87,498.86,49.06,0.0885,10.0,0.1,52
M-008,88,498.81,48.87,0.0898,30.0,0.9,51
M-008,89,498.62,48.67,0.0931,20.0,0.1,50
M-008,90,499.2,48.67,0.0957,30.0,0.1,49
M-008,91,499.13,48.83,0.0908,30.0,0.1,48
M-008,92,499.79,48.6,0.0976,10.0,0.9,47
M-008,93,499.41,48.31,0.0927,10.0,0.5,46
M-008,94,499.81,48.35,0.0963,10.0,0.1,45
M-008,95,498.96,48.37,0.0931,20.0,0.5,44
M-008,96,500.27,48.13,0.1091,10.0,0.9,43
M-008,97,501.34,48.52,0.0936,10.0,0.1,42
M-008,98,499.73,48.42,0.0959,10.0,0.5,41
M-008,99,500.06,48.74,0.1022,30.0,0.9,40
M-008,100,500.95,48.28,0.1072,20.0,0.1,39
M-008,101,500.75,48.35,0.0978,20.0,0.5,38
M-008,102,500.23,48.35,0.1023,30.0,0.9,37
M-008,103,501.01,48.1,0.1081,10.0,0.9,36
M-008,104,500.66,48.12,0.1088,10.0,0.1,35
M-008,105,501.22,48.16,0.0997,20.0,0.1,34
M-008,106,501.2,47.78,0.1127,30.0,0.1,33
M-008,107,501.26,47.85,0.0994,10.0,0.9,32
M-008,108,502.11,47.62,0.1179,20.0,0.1,31
M-008,109,501.12,47.98,0.1117,20.0,0.1,30
M-008,110,502.96,47.59,0.1109,20.0,0.1,29
M-008,111,502.2,47.58,0.1116,10.0,0.9,28
M-008,112,502.11,47.48,0.1133,30.0,0.5,27
M-008,113,502.21,47.95,0.1161,30.0,0.9,26
M-008,114,502.51,47.69,0.1177,20.0,0.5,25
M-008,115,502.48,47.43,0.1082,20.0,0.5,24
M-008,116,502.76,47.51,0.1258,30.0,0.9,23
M-008,117,502.64,47.45,0.1094,10.0,0.9,22
M-008,118,504.18,47.26,0.1283,20.0,0.1,21
M-008,119,503.54,47.18,0.1274,20.0,0.9,20
M-008,120,503.3,47.53,0.1202,30.0,0.1,19
M-008,121,503.73,47.11,0.1151,10.0,0.9,18
M-008,122,504.12,47.24,0.1236,30.0,0.9,17
M-008,123,504.66,46.98,0.1261,20.0,0.9,16
M-008,124,504.52,46.91,0.1372,30.0,0.1,15
M-008,125,504.54,46.67,0.1341,30.0,0.9,14
M-008,126,504.35,46.86,0.1347,10.0,0.1,13
M-008,127,504.57,46.4,0.1302,10.0,0.1,12
M-008,128,505.1,46.66,0.1327,20.0,0.1,11
M-008,129,505.69,46.58,0.1364,10.0,0.1,10
M-008,130,506.23,46.54,0.1357,20.0,0.9,9
M-008,131,506.72,46.6,0.1455,10.0,0.9,8
M-008,132,505.88,46.22,0.1389,20.0,0.9,7
M-008,133,507.07,46.35,0.1438,30.0,0.9,6
M-008,134,506.06,46.21,0.1419,20.0,0.1,5
M-008,135,507.23,46.12,0.1432,20.0,0.1,4
M-008,136,507.16,46.18,0.1479,30.0,0.5,3
M-008,137,505.96,46.16,0.1384,30.0,0.5,2
M-008,138,506.86,46.1,0.1526,30.0,0.9,1
M-008,139,508.07,45.71,0.1484,10.0,0.5,0
M-009,1,493.28,49.14,0.0349,30.0,0.5,165
M-009,2,492.84,49.43,0.0412,30.0,0.5,164
M-009,3,492.64,49.24,0.045,10.0,0.9,163
M-009,4,493.59,49.46,0.0436,20.0,0.9,162
M-009,5,493.09,49.28,0.0401,30.0,0.1,161
M-009,6,493.57,49.51,0.034,30.0,0.5,160
M-009,7,492.65,49.4,0.037,20.0,0.1,159
M-009,8,493.02,49.28,0.0518,20.0,0.5,158
M-009,9,493.58,49.29,0.0386,30.0,0.5,157
M-009,10,493.5,49.39,0.0401,10.0,0.9,156
M-009,11,492.86,49.39,0.0452,10.0,0.5,155
M-009,12,492.66,49.41,0.0451,10.0,0.9,154
M-009,13,492.76,49.2,0.0425,10.0,0.1,153
M-009,14,493.06,49.38,0.0413,10.0,0.1,152
M-009,15,492.74,49.36,0.0429,10.0,0.9,151
M-009,16,493.42,49.09,0.0409,20.0,0.1,150
M-009,17,493.65,49.37,0.0388,10.0,0.5,149
M-009,18,493.13,49.22,0.0379,10.0,0.5,148
M-009,19,493.28,49.46,0.0372,20.0,0.1,147
M-009,20,492.51,48.86,0.036,10.0,0.9,146
M-009,21,493.12,49.27,0.0468,10.0,0.1,145
M-009,22,493.15,48.94,0.0345,10.0,0.5,144
M-009,23,492.56,49.2,0.0476,10.0,0.5,143
M-009,24,493.86,49.19,0.04,10.0,0.1,142
M-009,25,493.87,49.27,0.043,20.0,0.9,141
M-009,26,493.63,49.66,0.044,10.0,0.9,140
M-009,27,493.36,48.99,0.0397,10.0,0.5,139
M-009,28,493.61,48.77,0.0322,10.0,0.1,138
M-009,29,493.77,49.13,0.0446,10.0,0.1,137
M-009,30,492.54,49.13,0.0412,10.0,0.1,136
M-009,31,493.56,49.11,0.0351,30.0,0.1,135
M-009,32,493.56,49.13,0.0441,10.0,0.5,134
M-009,33,493.93,49.21,0.0484,30.0,0.5,133
M-009,34,493.43,49.34,0.0408,10.0,0.5,132
M-009,35,493.18,48.91,0.044,10.0,0.9,131
M-009,36,493.62,49.11,0.0448,20.0,0.1,130
M-009,37,494.09,49.25,0.051,20.0,0.5,129
M-009,38,493.01,49.07,0.0436,30.0,0.9,128
M-009,39,493.34,49.08,0.0502,20.0,0.9,127
M-009,40,493.92,48.82,0.0401,10.0,0.5,126
M-009,41,494.16,48.87,0.0408,30.0,0.5,125
M-009,42,494.0,49.1,0.0452,20.0,0.9,124
M-009,43,494.65,48.86,0.048,20.0,0.9,123
M-009,44,494.26,48.75,0.0494,30.0,0.9,122
M-009,45,493.65,49.06,0.043,30.0,0.9,121
M-009,46,494.05,49.34,0.0501,20.0,0.1,120
M-009,47,494.31,48.96,0.0407,10.0,0.5,119
M-009,48,494.01,48.51,0.0438,30.0,0.5,118
M-009,49,493.55,48.9,0.0533,20.0,0.5,117
M-009,50,494.33,49.21,0.0437,20.0,0.5,116
M-009,51,494.36,48.95,0.0521,30.0,0.5,115
M-009,52,494.22,48.76,0.0493,30.0,0.9,114
M-009,53,494.46,48.62,0.0522,10.0,0.5,113
M-009,54,494.32,48.87,0.0512,30.0,0.1,112
M-009,55,494.38,48.8,0.0538,30.0,0.1,111
M-009,56,494.63,48.89,0.0562,20.0,0.5,110
M-009,57,494.38,48.66,0.0466,30.0,0.1,109
M-009,58,494.62,48.59,0.0653,20.0,0.1,108
M-009,59,495.25,48.55,0.0584,30.0,0.5,107
M-009,60,494.66,48.62,0.0517,10.0,0.9,106
M-009,61,494.67,48.59,0.0531,30.0,0.9,105
M-009,62,495.57,48.53,0.0603,30.0,0.9,104
M-009,63,495.75,48.6,0.0495,20.0,0.1,103
M-009,64,495.47,48.84,0.0567,20.0,0.1,102
M-009,65,494.99,48.28,0.0542,30.0,0.5,101
M-009,66,495.86,48.07,0.0631,30.0,0.5,100
M-009,67,495.95,48.41,0.0545,20.0,0.5,99
M-009,68,495.46,48.71,0.0613,20.0,0.5,98
M-009,69,494.83,48.88,0.0629,30.0,0.1,97
M-009,70,496.31,48.73,0.0581,10.0,0.9,96
M-009,71,496.27,48.24,0.058,10.0,0.5,95
M-009,72,496.29,48.4,0.0608,20.0,0.1,94
M-009,73,495.81,48.27,0.0538,30.0,0.9,93
M-009,74,496.32,48.23,0.0579,30.0,0.5,92
M-009,75,496.42,48.09,0.0656,30.0,0.9,91
M-009,76,496.85,48.24,0.0555,30.0,0.5,90
M-009,77,495.13,48.5,0.0617,10.0,0.1,89
M-009,78,497.28,48.25,0.0571,10.0,0.1,88
M-009,79,495.86,47.8,0.0653,10.0,0.5,87
M-009,80,497.0,48.34,0.0596,30.0,0.5,86
M-009,81,496.41,48.49,0.0602,10.0,0.9,85
M-009,82,496.99,48.16,0.0567,10.0,0.5,84
M-009,83,496.34,48.34,0.0622,10.0,0.5,83
M-009,84,496.42,48.08,0.0709,30.0,0.9,82
M-009,85,497.59,48.31,0.0695,30.0,0.9,81
M-009,86,496.69,47.96,0.0704,20.0,0.1,80
M-009,87,497.13,48.06,0.0668,30.0,0.9,79
M-009,88,497.13,47.75,0.0668,10.0,0.5,78
M-009,89,496.45,47.5,0.0736,30.0,0.9,77
M-009,90,496.74,47.92,0.0771,10.0,0.1,76
M-009,91,497.93,47.92,0.0779,10.0,0.5,75
M-009,92,497.67,47.95,0.068,30.0,0.9,74
M-009,93,497.67,48.17,0.0676,30.0,0.5,73
M-009,94,497.32,47.89,0.0675,10.0,0.9,72
M-009,95,497.92,47.47,0.0742,20.0,0.5,71
M-009,96,497.86,47.86,0.0725,30.0,0.5,70
M-009,97,498.47,47.66,0.0724,10.0,0.9,69
M-009,98,497.95,47.56,0.0661,20.0,0.9,68
M-009,99,497.92,47.71,0.0732,10.0,0.9,67
M-009,100,498.22,47.22,0.0796,20.0,0.9,66
M-009,101,498.39,47.51,0.0767,30.0,0.9,65
M-009,102,499.07,47.06,0.0789,10.0,0.5,64
M-009,103,498.46,47.69,0.0814,30.0,0.5,63
M-009,104,498.85,47.55,0.0806,10.0,0.9,62
M-009,105,499.68,46.95,0.0807,30.0,0.9,61
M-009,106,498.86,47.19,0.0719,20.0,0.5,60
M-009,107,498.9,47.35,0.0798,30.0,0.5,59
M-009,108,498.6,47.52,0.0814,20.0,0.1,58
M-009,109,499.24,47.14,0.086,20.0,0.1,57
M-009,110,499.15,47.12,0.0887,20.0,0.5,56
M-009,111,499.9,47.07,0.0884,20.0,0.1,55
M-009,112,500.17,47.3,0.0793,30.0,0.5,54
M-009,113,499.03,46.92,0.0832,30.0,0.9,53
M-009,114,499.76,46.79,0.0876,30.0,0.1,52
M-009,115,499.96,46.69,0.0771,30.0,0.1,51
M-009,116,500.31,46.63,0.089,30.0,0.5,50
M-009,117,500.61,46.56,0.094,10.0,0.1,49
M-009,118,500.74,46.94,0.0921,30.0,0.1,48
M-009,119,500.88,46.85,0.0888,20.0,0.9,47
M-009,120,500.43,46.56,0.089,10.0,0.1,46
M-009,121,501.18,46.56,0.0981,10.0,0.1,45
M-009,122,501.5,46.62,0.093,20.0,0.9,44
M-009,123,501.07,46.53,0.0995,30.0,0.5,43
M-009,124,501.34,46.6,0.0966,10.0,0.1,42
M-009,125,500.4,46.68,0.1024,20.0,0.5,41
M-009,126,502.01,46.59,0.0964,10.0,0.9,40
M-009,127,500.72,46.53,0.103,30.0,0.1,39
M-009,128,501.36,46.22,0.0933,20.0,0.1,38
M-009,129,502.13,45.87,0.1055,10.0,0.5,37
M-009,130,502.08,46.24,0.1021,10.0,0.9,36
M-009,131,502.06,46.11,0.103,20.0,0.5,35
M-009,132,502.03,45.65,0.1017,30.0,0.9,34
M-009,133,503.29,46.02,0.1157,30.0,0.9,33
M-009,134,502.55,45.94,0.1055,10.0,0.1,32
M-009,135,503.25,45.65,0.1119,30.0,0.1,31
M-009,136,502.5,45.96,0.1073,30.0,0.9,30
M-009,137,502.62,45.97,0.1103,10.0,0.1,29
M-009,138,502.89,45.97,0.1089,30.0,0.5,28
M-009,139,502.29,45.71,0.097,20.0,0.1,27
M-009,140,503.4,45.83,0.1138,20.0,0.5,26
M-009,141,504.24,45.55,0.1201,30.0,0.1,25
M-009,142,503.88,45.49,0.1056,20.0,0.5,24
M-009,143,504.4,45.74,0.1171,30.0,0.5,23
M-009,144,504.08,45.64,0.1193,20.0,0.5,22
M-009,145,504.29,45.65,0.118,30.0,0.9,21
M-009,146,504.34,45.6,0.1142,20.0,0.9,20
M-009,147,504.37,45.22,0.1124,20.0,0.1,19
M-009,148,505.17,44.98,0.1092,10.0,0.9,18
M-009,149,504.65,45.18,0.1192,20.0,0.5,17
M-009,150,504.85,45.4,0.1257,30.0,0.9,16
M-009,151,505.53,45.55,0.1288,10.0,0.5,15
M-009,152,506.16,45.63,0.1175,30.0,0.9,14
M-009,153,506.03,45.28,0.1191,20.0,0.5,13
M-009,154,505.12,44.74,0.1218,30.0,0.5,12
M-009,155,506.06,45.08,0.1214,20.0,0.5,11
M-009,156,506.6,45.13,0.1335,20.0,0.1,10
M-009,157,506.1,45.14,0.1314,30.0,0.1,9
M-009,158,507.08,44.71,0.127,30.0,0.1,8
M-009,159,507.12,44.67,0.1298,20.0,0.5,7
M-009,160,507.02,44.71,0.1284,20.0,0.9,6
M-009,161,506.97,44.45,0.1288,10.0,0.9,5
M-009,162,508.18,44.25,0.1336,10.0,0.1,4
M-009,163,507.08,44.18,0.1349,10.0,0.5,3
M-009,164,507.09,44.33,0.1405,20.0,0.1,2
M-009,165,507.81,44.58,0.1395,10.0,0.5,1
M-009,166,507.14,44.16,0.1306,30.0,0.9,0
M-010,1,491.04,49.75,0.0465,20.0,0.1,153
M-010,2,490.75,49.76,0.0424,10.0,0.5,152
M-010,3,490.91,49.73,0.0405,30.0,0.5,151
M-010,4,491.3,49.51,0.0542,20.0,0.5,150
M-010,5,491.01,49.48,0.049,10.0,0.5,149
M-010,6,489.31,49.61,0.0514,30.0,0.1,148
M-010,7,490.7,49.5,0.0476,30.0,0.1,147
M-010,8,490.78,49.49,0.0444,20.0,0.1,146
M-010,9,492.05,49.79,0.049,30.0,0.1,145
M-010,10,490.04,49.46,0.0541,10.0,0.1,144
M-010,11,491.69,49.41,0.0457,10.0,0.1,143
M-010,12,491.89,49.64,0.0501,30.0,0.5,142
M-010,13,490.77,49.7,0.0466,10.0,0.1,141
M-010,14,490.84,49.69,0.0443,30.0,0.1,140
M-010,15,491.45,49.49,0.0403,20.0,0.9,139
M-010,16,490.44,49.28,0.0518,10.0,0.5,138
M-010,17,491.08,49.26,0.0579,20.0,0.5,137
M-010,18,490.72,49.12,0.0412,30.0,0.1,136
M-010,19,490.86,49.55,0.056,10.0,0.9,135
M-010,20,491.36,49.37,0.0484,20.0,0.1,134
M-010,21,490.41,49.55,0.0417,10.0,0.1,133
M-010,22,491.18,49.31,0.0478,10.0,0.5,132
M-010,23,490.8,49.28,0.0413,20.0,0.5,131
M-010,24,491.39,49.63,0.0443,10.0,0.5,130
M-010,25,491.28,49.05,0.0456,30.0,0.5,129
M-010,26,490.91,49.47,0.0593,10.0,0.5,128
M-010,27,491.79,49.56,0.0438,20.0,0.5,127
M-010,28,491.55,49.26,0.0402,30.0,0.1,126
M-010,29,490.95,49.56,0.0514,20.0,0.5,125
M-010,30,491.82,49.46,0.0493,30.0,0.9,124
M-010,31,491.06,49.68,0.0537,20.0,0.9,123
M-010,32,492.3,49.42,0.0514,30.0,0.1,122
M-010,33,492.77,49.48,0.043,20.0,0.5,121
M-010,34,491.41,49.37,0.0614,20.0,0.9,120
M-010,35,491.81,49.19,0.0514,20.0,0.5,119
M-010,36,491.59,49.15,0.0565,10.0,0.1,118
M-010,37,491.86,49.29,0.0506,20.0,0.5,117
M-010,38,491.79,49.36,0.0504,20.0,0.1,116
M-010,39,490.73,49.0,0.0553,10.0,0.1,115
M-010,40,491.02,49.26,0.0527,30.0,0.5,114
M-010,41,492.4,49.2,0.046,20.0,0.9,113
M-010,42,492.67,49.13,0.0583,20.0,0.9,112
M-010,43,491.54,49.16,0.0504,10.0,0.5,111
M-010,44,492.37,49.0,0.0513,20.0,0.1,110
M-010,45,491.91,49.08,0.0548,10.0,0.1,109
M-010,46,493.44,49.19,0.0561,30.0,0.1,108
M-010,47,491.95,48.61,0.0539,20.0,0.5,107
M-010,48,492.46,48.88,0.0442,20.0,0.1,106
M-010,49,492.32,49.21,0.0505,10.0,0.9,105
M-010,50,493.46,48.87,0.0641,30.0,0.9,104
M-010,51,492.15,49.19,0.0645,30.0,0.1,103
M-010,52,493.18,49.16,0.0529,20.0,0.9,102
M-010,53,493.07,49.14,0.054,20.0,0.1,101
M-010,54,492.83,48.84,0.062,20.0,0.1,100
M-010,55,493.54,48.91,0.0615,30.0,0.1,99
M-010,56,492.28,49.21,0.0553,10.0,0.5,98
M-010,57,493.1,48.6,0.0598,30.0,0.9,97
M-010,58,493.73,48.5,0.0443,20.0,0.1,96
M-010,59,494.36,48.5,0.0556,30.0,0.5,95
M-010,60,492.19,48.72,0.0524,10.0,0.9,94
M-010,61,493.21,48.81,0.0554,30.0,0.9,93
M-010,62,493.5,48.57,0.0522,20.0,0.9,92
M-010,63,493.91,48.63,0.0635,30.0,0.9,91
M-010,64,494.18,48.6,0.0555,10.0,0.5,90
M-010,65,494.34,49.0,0.0608,10.0,0.1,89
M-010,66,493.7,48.59,0.0597,30.0,0.1,88
M-010,67,494.12,48.58,0.0653,30.0,0.9,87
M-010,68,494.23,49.02,0.0644,20.0,0.1,86
M-010,69,494.9,48.45,0.065,30.0,0.1,85
M-010,70,494.56,48.73,0.0666,30.0,0.1,84
M-010,71,494.4,48.44,0.0745,30.0,0.5,83
M-010,72,494.33,48.51,0.0668,20.0,0.1,82
M-010,73,493.8,48.44,0.0698,20.0,0.5,81
M-010,74,494.64,48.41,0.0626,20.0,0.9,80
M-010,75,494.8,48.58,0.0654,30.0,0.9,79
M-010,76,494.91,48.43,0.0678,20.0,0.1,78
M-010,77,495.3,48.49,0.0693,10.0,0.9,77
M-010,78,494.19,48.23,0.0741,20.0,0.9,76
M-010,79,493.6,48.54,0.0759,20.0,0.5,75
M-010,80,494.25,48.58,0.0666,30.0,0.9,74
M-010,81,495.14,48.21,0.0728,20.0,0.1,73
M-010,82,495.89,48.36,0.0739,30.0,0.1,72
M-010,83,495.24,48.18,0.0761,20.0,0.5,71
M-010,84,495.53,48.01,0.0715,20.0,0.1,70
M-010,85,495.73,48.21,0.0764,20.0,0.9,69
M-010,86,494.56,48.08,0.0747,10.0,0.1,68
M-010,87,495.94,48.01,0.0734,30.0,0.5,67
M-010,88,495.6,47.92,0.081,20.0,0.9,66
M-010,89,495.58,47.92,0.0763,30.0,0.5,65
M-010,90,495.45,47.95,0.0824,30.0,0.9,64
M-010,91,496.32,47.78,0.0804,10.0,0.5,63
M-010,92,496.64,47.77,0.0845,10.0,0.1,62
M-010,93,496.15,47.95,0.0808,10.0,0.9,61
M-010,94,497.09,47.54,0.0856,10.0,0.9,60
M-010,95,496.81,47.62,0.0883,20.0,0.9,59
M-010,96,497.17,48.19,0.0769,10.0,0.1,58
M-010,97,497.64,47.55,0.0864,30.0,0.5,57
M-010,98,497.47,47.42,0.0917,10.0,0.5,56
M-010,99,496.42,47.33,0.0857,30.0,0.5,55
M-010,100,497.48,47.07,0.0784,20.0,0.1,54
M-010,101,497.63,47.32,0.0963,10.0,0.9,53
M-010,102,497.46,47.3,0.0904,10.0,0.9,52
M-010,103,497.82,47.55,0.0919,10.0,0.9,51
M-010,104,498.04,46.9,0.0948,20.0,0.1,50
M-010,105,498.14,47.14,0.0967,30.0,0.9,49
M-010,106,498.28,47.49,0.0864,10.0,0.5,48
M-010,107,498.6,47.1,0.0914,10.0,0.5,47
M-010,108,498.88,47.08,0.0891,10.0,0.9,46
M-010,109,498.3,47.04,0.0922,10.0,0.5,45
M-010,110,499.71,47.14,0.0899,10.0,0.9,44
M-010,111,499.22,46.81,0.0993,10.0,0.9,43
M-010,112,498.36,46.94,0.1021,20.0,0.1,42
M-010,113,499.57,46.63,0.103,20.0,0.5,41
M-010,114,499.32,46.65,0.0912,30.0,0.5,40
M-010,115,499.58,46.61,0.107,30.0,0.1,39
M-010,116,499.93,46.79,0.0998,10.0,0.1,38
M-010,117,500.23,46.9,0.0996,30.0,0.1,37
M-010,118,499.43,46.77,0.1004,10.0,0.1,36
M-010,119,500.05,46.83,0.1071,20.0,0.9,35
M-010,120,499.86,46.2,0.1032,10.0,0.9,34
M-010,121,500.12,46.28,0.1116,30.0,0.1,33
M-010,122,499.93,46.75,0.1086,10.0,0.9,32
M-010,123,501.57,46.64,0.1124,30.0,0.1,31
M-010,124,500.64,46.6,0.1062,30.0,0.1,30
M-010,125,501.13,46.04,0.1198,30.0,0.1,29
M-010,126,501.32,46.29,0.116,10.0,0.1,28
M-010,127,501.37,46.09,0.1043,10.0,0.9,27
M-010,128,502.16,46.26,0.1093,20.0,0.9,26
M-010,129,500.63,45.89,0.1063,20.0,0.9,25
M-010,130,501.84,45.83,0.1142,20.0,0.9,24
M-010,131,501.47,46.28,0.1136,30.0,0.1,23
M-010,132,500.86,45.97,0.1225,10.0,0.9,22
M-010,133,502.12,45.59,0.1223,30.0,0.1,21
M-010,134,502.61,45.74,0.129,20.0,0.9,20
M-010,135,502.84,45.86,0.1244,30.0,0.1,19
M-010,136,502.6,45.66,0.1286,20.0,0.9,18
M-010,137,502.21,45.96,0.1212,10.0,0.5,17
M-010,138,502.7,45.71,0.1249,20.0,0.1,16
M-010,139,503.84,45.43,0.1332,10.0,0.1,15
M-010,140,504.26,45.45,0.1339,20.0,0.1,14
M-010,141,504.69,45.38,0.1196,20.0,0.1,13
M-010,142,503.49,45.29,0.1163,10.0,0.1,12
M-010,143,504.1,45.31,0.1275,20.0,0.1,11
M-010,144,504.45,45.34,0.1277,20.0,0.1,10
M-010,145,504.69,45.16,0.1257,20.0,0.1,9
